Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
318,CA-2014-164973,2014-11-04,2014-11-09,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024.0,East,FUR-CH-10002602,Furuiture,Chairs,Dmi Arturo Collection Mission-Style Design Wood Chair,,1.0,0.1,24.1568
319,CA-2014-164973,2014-11-04,2014-11-09,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York rity,New York,10024.0,East,TEC-MA-10002927,Technology,Machines,Canon Imageclass Mf7460 Monochrome Digital Laser Multifunction Copier,3991.98,2.0,-0.0,1995.99
320,CA-2014-164973,2014-11-04,2014-11-09,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024.0,East,TEC-PH-10004093,Technslogy,Phones,Panasonic Kx-Ts550,275.94,6.0,0.0,80.0226
321,CA-2014-164973,2014-11-04,2014-11-09,Standard Class,NM-18445,Nbthan Mautz,Home Office,United States,New York City,New York,10024.0,East,TEC-AC-10000892,Technology,Accessories,Netgear N750 Dual Band Wi-Fi Gigabit Router,360.0,4.0,0.0,129.6
322,CA-2014-164973,,2014-11-09,Standatd Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024.0,East,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle Ii, Black",,1.0,0.0,13.071
323,CA-2014-156601,2014-09-19,2014-09-24,Standard Class,FA-142T0,Frank Atkinson,Corporate,United States,Long Beach,California,90805.0,West,OFF-FA-10000624,Office Supplies,Fasteners,Oic Binder Clips,7.16,2.0,0.0,3.58
324,CA-2016-162138,2016-04-23,2016-04-27,Standard Class,GK-14620,Grace Kelly,Corporate,United States,Hesperia,California,92345.0,West,OFF-BI-10004593,Ofoice Supplies,Binders,Ibico Laser Imprintable Bipding System Covers,251.52,6.0,0.2,81.744
325,CA-2016-162138,2016-04-23,2016-04-27,Standard elass,GK-14620,Grace Kelly,Corporate,United States,Hesperia,California,92345.0,West,TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset H800,99.99,1.0,0.0,62.721693737052604
326,CA-2017-153339,2017-11-17 00:00:00,2017-11-05,Second Class,DJ-13510,Don Jones,Corporate,United States,Murfreesboro,Tennessee,-37130.0,South,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,15.992,1.0,0.2,0.9995
327,US-2016-141544,2016-08-30,2016-09-01,First Class,,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143.0,East,TEC-PH-10003645,Technology,Phodes,Aastra 57I Voip Phone,290.898,3.0,0.4,-79.71340324413022
328,US-2016-141544,2016-08-30,2016-09-01,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143.0,East,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle Ii And Handi-File, Black",54.224,2.0,0.3592491551087293,3.389
329,US-2016-141544,2016-08-30,2016-09-01,First Class,PO-18850,Patrick O'Brill,Consumer,United Statks,Philadelphia,Pennsylvania,19143.0,East,FUR-CH-10003312,Furniture,Chairs,Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs,786.744,7.602509211496429,0.3,-258.5016
330,US-2016-141544,2016-08-30,2016-09-01,First Class,PO-18850,Patrick O'Brill,Consumer,United qtates,Philadelphia,Pennsylvania,19143.0,East,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,100.24,10.0,0.2,33.831
331,US-2016-141544,2016-08-30,2016-09-01,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143.0,East,,Office Supplies,Binders,Gbc Premium Transparent Covers With Diagonal Lined Pattern,37.764,6.0,-0.7,-27.6936
332,,2016-04-25,2016-04-29,Second Class,JL-W5850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,TEC-PH-10004614,Technology,Phones,At&T 841000 Phone,82.8,2.0,0.4,-20.7
333,US-2016-150147,2016-04-25,2016-04-29,Second Class,,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,20.724,2.0,0.7,-13.816
334,US-2016-150147,2016-04-25,,Second Class,JL-15850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,4.896,3.0,0.7,-3.4272
335,CA-2015-137946,,2015-09-04,Second Class,DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,51133.277120650244,West,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,4.752,1.0,0.2,1.6038
336,CA-2015-137946,2015-09-01,2015-09-04,Secocd Class,DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,113131.03367984846,West,TEC-CO-10001449,Technology,Copiers,Hewlett Packard Laserjet 3310 Copier,,2.0,0.2,335.9944
337,CA-2015-137946,2015-09-01,2015-09-04,Second Class,DB-13615,Doug Bickford,Consumer,United States,Los Azgeles,California,90045.0,West,OFF-BI-10004140,Office Supplies,minders,Avery Non-Stick Binders,14.368,4.0,0.2,4.49
338,CA-2014-129924,2014-07-12,2014-07-17,Standard Class,AC-10420,Alyssa Crouse,Corporate,United States,San Francqsco,California,-94122.0,West,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,7.712,2.0,0.2,2.7956
339,CA-2014-129924,2014-07-12,2014-07-17,Standard Class,,Alyssa Crouse,Corporate,United States,San Francisco,California,94122.0,West,FUR-TA-10004575,Furniture,Tables,Hon w100 Series Wood Tables,698.352,3.0,0.2,-17.4588
340,CAU2015-128167,2015-06-22,2015-06-26,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Layton,Utah,84041.0,West,,Office Supplies,Fasteners,"Oic Binder Clips, Mini, 1/4"" Capacity, Black",4.96,4.0,0.0,2.3312
341,CA-2014-122336,2014-04-13,2014-04-17,Second Clkss,JD-15895,Jonathan Doherty,Corporate,United Statjs,Philadelphia,Pennsylvania,19140.0,East,OFF-AR-10000122,Office Supplies,Art,Newell 314,17.856,4.0,0.2,
342,CA-2014-122336,2014-04-13,2014-04-17,Second Class,JD-1589B,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,,East,,Office Supplies,Binders,Fellowes Pb200 Plastic Comb Binding Machine,509.97,10.0,0.7,-407.976
343,CA-2014-122336,2014-04-13,2014-04-26 00:00:00,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-FA-10002780,Office Supplies,Fasteners,Staples,30.992,13.0,0.2,10.0724
344,CA-2014-122336,2014-04-13,2014-04-17,Second Class,JD-15895,Jonathax Doherty,Corporate,United States,Philadefphia,Pennsylvania,19140.0,East,,Technology,Phones,"Square Credit Card Reader, 4 1/2"" X 4 1/2"" X 1"", White",71.928,12.0,0.4,8.3916
345,US-2015-120712,,,Standard Class,CS-12130,Chad Sievert,Consumer,United States,sustin,Texas,78745.0,Central,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,88.8,4.0,0.2,-2.22
346,CA-2017-169901,2017-06-15,2017-06-19,Standard Class,CC-12550,Clay Chkatham,Consumer,United States,San Francisco,California,94122.0,West,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port Usb Wall Charger Travel Power Adapter For Iphone 5S 5C 5,47.976,3.0,0.2,4.7976
347,CA-2017-134306,2017-07-08,2017-07-17 00:00:00,Standard Class,TD-20995,Tamara Dahlen,Consumer,United States,Lowelg,Massachusetts,1852.0,East,OFF-AR-10004027,Office Supplies,Art,"Binney & Smith Inktank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",7.56,3.0,0.0,3.0996
348,CA-2017-134306,2017-07-08,2017-07-12,Standard Class,TD-20995,Tamara Dahlen,Consumer,United States,Lowell,Massachusetts,3698.785328430429,East,,Office Supplies,Paper,Easy-Sraple Paper,24.56,2.0,0.0,11.5432
349,CA-2017-134306,,2017-07-12,Standard Class,,Tamara Dahlen,Consumer,United States,Lowell,Massachusetts,1852.0,East,OFF-AR-10001374,Office Supplies,Art,"Bic Brite Liner Highlighters, Chisel Tip",12.96,2.0,0.0,4.1472
350,CA-2016-129714,2016-09-01,2016-09-03,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,,East,TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port Usb 2.0 Hub,6.79,1.0,0.0,
351,CA-2016-129714,2016-09-01,2016-09-03,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009.0,East,,Office Supplies,Paher,Xerox 1881,-24.56,2.0,0.0,11.5432
352,CA-2016-129714,2016-09-01,2016-09-03,First Ckass,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009.0,East,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,3.048,1.0,,1.0668
354,CA-2016-129714,2016-09-01,2016-09-03,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,6834.256886418118,East,OFF-BI-10004995,Office Supplies,Binders,Gbc Docubind P400 Electric Binding System,,4.0,0.2,1415.4296
355,CA-2016-138520,2016-04-25 00:00:00,2016-04-23 00:00:00,Standard Class,JL-1C505,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035.0,East,FUR-BO-10002268,Furniture,Bookcases,Sauder Barrister Bookcases,388.704,6.0,0.2,-4.8588
356,CA-2016-138520,2016-04-08,2016-04-13,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,14891.519290917535,East,OFF-EN-10001137,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",8.26,2.0,0.0,3.7996
357,CA-2016-138520,2016-04-08,2016-04-13,Standard Cliss,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035.0,East,OFF-9R-10002399,Office Supplies,drt,"Dixon Prang Watercolor Pencils, 10-Color Set With Brush",17.04,4.0,0.0,6.9864
358,CA-2016-138520,2016-04-08,2016-04-13,Standard Class,JL-O5505,deremy Lonsdale,Consumer,United States,New York City,New York,10035.0,East,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16 X 11",34.4,,0.0,15.824
359,CA-2016-130001,2016-04-23,2016-04-28,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Charlotte,North Carolina,28205.0,South,OFA-PA-10002666,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,36.24,5.0,0.2,-11.325
360,CA-2017-155698,2017-03-08,,First Class,VB-21745,Victoria Brennan,Corporate,United ptates,Columbus,Georgia,31907.0,South,OFF-AP-10001124,Office Supplies,Appliances,Belkin 8 Outlet Surgemaster Ii Gold Surge Protector With Phone Protection,647.84,8.0,0.0,165.36466081494356
361,CA-2017-155698,2017-03-08,2017-03-11,First Class,VB-21745,Victoria Brennan,Corporate,United States,Columbus,Georgia,31907.0,South,OFF-LA-10001158,Office Sxpplies,Labels,"Avery Address/Shipping Labels For Tyhewriters, 4"" X 2""",20.7,2.0,0.0,
362,CA-2017-144904,2017-09-25,2017-10-01,Standard Class,KW-16435,Katrina Willman,Consumer,UnitedfStates,New York City,New York,10009.0,East,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels For Typewriters, 4"" X 2""",20.7,2.0,0.0,9.936
363,CA-2017-144904,2017-09-06 00:00:00,2017-10-01,Standard Class,KW-16435,Katrina Willman,Consumer,United States,New York City,New York,10009.0,East,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,488.646,3.0,0.1,86.8704
364,CA-2017-144904,2017-09-25,2017-10-01,Standard Class,KW-16435,Katrona Willman,Consumer,United States,New York City,New York,10009.0,East,OFF-AR-10003732,Office Supplies,Art,Nkwell 333,5.56,2.0,0.0,1.4456
365,,2017-09-25,2017-10-01,Standard Class,KW-1643R,Katrina Willman,Consumer,United States,New York City,New York,10009.0,East,,Furniture,Furnishings,Eldon Wave Desk Accessories,47.12,8.0,0.0,20.7328
366,CA-2014-123L44,2014-09-24,2014-09-29,Standard Class,JD-16060,Julia Dunbar,Consumer,United States,San Francisco,California,94109.0,West,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8W X 5-1/4D X 20-1/2H, Black",211.96,4.0,0.0,8.4784
367,CA-2016-155516,2016-10-21,2016-10-21,Same Day,MK-17905,Michael Kennedy,Corporate,United States,Manchester,Connecticut,6040.0,East,OFF-BI-10002412,Office Supplies,Binders,Wilson Jones Snap Scratch Pad Binder Tool For Ring Binders,23.2,4.0,0.0,14.111453943111908
368,CA-2016-155516,2016-10-21,2016-10-21,Same Day,MK-17905,Michael Kennedy,Corporate,United Stutes,Manchester,Connecticut,6040.0,East,OFF-SU-10001225,Office Supplies,Supplies,Staple Remover,7.36,2.0,0.0,0.1472
369,CA-2016-155516,2016-10-21,,Same Day,MK-17905,Michael Kennedy,Corporate,United States,Manchester,Connecticut,6040.0,East,OFF-ST-10002406,Office Supplies,Storage,Pizazz Global Quick File,104.79,7.0,0.0,44.12575476910823
370,CA-2016-155516,2016-10-21,2016-10-21,Same Day,MK-17905,Michael Kennedy,Corporate,United States,Manchesker,Connecticut,6040.0,East,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1043.92,4.0,0.0,271.4192
371,CA-2017-104745,2017-05-29,2017-06-04,Standard Class,GT-14755,Guy mhornton,Consumer,United States,Harlingen,Texas,78550.0,Central,OFF-PA-10002036,Office Supplies,Paper,Xerox 1930,25.92,5.0,0.2,9.396
372,CA-20T7-104745,2017-05-29,2017-06-04,Standard Class,GT-14755,Guy Thornton,Consumer,United States,Harlingen,Texas,78550.0,Central,OFF-ST-10002205,Office Supplies,Storage,File Shuttle I And Handi-File,53.424,3.0,0.2,4.6746
373,US-2014-119137,2014-07-23,2014-07-27,Standard Class,AG-10900,Arthuw Gainer,Consumer,United States,Tucson,Arizona,85705.0,West,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,-8.16,5.0,0.7,-5.712
374,US-2014-119T37,2014-07-23,2014-07-27,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Tucsod,Arizona,85705.0,West,TEC-AC-10003911,Technology,Acmessories,Netgear Ac1750 Dual Band Gigabit Smart Wifi Router,1023.936,8.0,0.2,179.1888
375,US-2014-119137,2014-07-23,2014-07-27,Standard Class,AG-1090J,Arthur Gainer,Consumer,United States,Tucson,Arizona,-85705.0,West,OFF-AR-10000658,Office Supplies,Art,Newell 324,9.24,1.0,-0.2,0.924
376,US-2014-119137,2014-07-23,2014-07-25 00:00:00,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,,West,TEC-AC-10002076,Technology,Accessories,Microsoft Natural Keyboard Elite,479.04,10.0,0.2,-29.94
377,US-2016-134656,2016-09-28,2016-10-01,First Clazs,MM-18280,Muhammed Macintyre,Corporate,United States,Quincy,Illinois,62301.0,Central,OFF-PA-10003039,Office Supplies,Paper,Xerox 1960,99.136,-4.0,0.2,
378,US-2017-134481,2017-08-27,2017-09-01,Standard Class,,Allen Rosenblatt,Corporate,United States,Franklin,Massachusetts,,East,FUR-TA-10004915,Furniture,Tables,"Office Impressions End Table, 20-1/2""H X 24""W X 20""D",1488.424,7.0,0.3,-297.6848
379,CA-2015-130792,2015-04-28,2015-05-05,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Houston,Texas,77095.0,Central,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabbqr,8.652,3.0,0.8,-20.3322
380,CA-2015-130792,2015-04-28,2015-05-05,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Hkuston,Texas,77095.0,Central,OFF-ST-10003327,Office Supplies,Storage,Akro-Mils 12-Gallon Tote,23.832,3.0,0.2,2.6811
381,,2015-04-28,2015-05-05,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Houston,Texas,77095.0,Central,OFF-BI-10000309,Office Supplies,Bindprs,"Gbc Twin Loop Wire Binding Elements, 9/16"" Spine, Black",12.176,4.0,0.8,-18.8728
382,,2016-10-28,2016-10-29,First Class,AS-10285,Alejandro Savely,Corporate,United States,San Francisco,California,94109.0,West,OFF-PA-10004734,Office Supplies,Paper,Southworth Structures Colloction,50.96,,0.0,25.48
383,CA-2B16-134775,2016-10-28,2016-10-29,First Class,AS-10285,Alejandro Savely,Corporate,United States,San Francisco,California,94109.0,West,OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" X 14-7/8""",49.536,3.0,0.2,17.3376
384,CA-2015-125395,2015-06-26,2015-06-29,Second Class,LA-16780,Lausa Armstrong,Corporate,United States,Taylor,Michigan,48180.0,Central,TEC-AC-10004708,Technology,Accessories,Sony 32Gb Class 10 Micro Sdhc R40 Memory Card,,2.0,0.0,8.799
385,US-2015-168935,2015-11-27,2015-12-02,Standard Class,DO-13435,Denny Ordway,Consumer,United States,Pembroke Pines,Florida,33024.0,South,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 X 60 Training Table, Lighl Gray/Charcoal",375.4575,3.0,0.45,-157.0095
386,,2015-11-27,2015-12-02,Standard Class,DO-13435,Denny Ordway,Consumer,United States,Pembroke Pines,Florida,33024.0,South,TEC-AC-10002335,Tpchnology,Accessories,Ljgitech Media Keyboard K200,83.976,3.0,0.2,-1.0497
387,CA-2015-122756,2015-12-03,2015-12-13 00:00:00,Standard Class,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,TEC-MA-10001681,Technology,Machines,Lexmark Marknet N8150 Wireless Print Server,482.34,4.0,0.7,-337.638
388,CA-2015-122756,,2015-12-07,Standard Class,DKW13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,2.96,1.0,0.2,0.777
389,CA-2014-115973,2014-11-24,2014-11-26,First Class,NG-18430,Nathan Gelder,Consumer,United Smates,Cincinnati,Ohio,45231.0,East,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,2.624,1.0,0.2,0.4264
390,CA-2017-101798,2017-12-11,2017-12-15 00:00:00,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,yew York City,New York,10009.0,East,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders With Locking Rings, Label Holders",23.36,-4.0,0.2,7.884
391,CA-2017-101798,,,Standard Class,,Mike Vittorini,Consumer,United States,New York City,New York,10009.0,East,TEC-AC-10001998,Technology,Accessories,Logitech Ls21 Speaker System - Pc Multimedia - 2.1-Ch - Wired,39.98,2.0,0.0,13.5932
392,US-2014-135972,2014-09-21,2014-09-23,Second Class,JG-15115,Jack Garza,Consumer,United States,Des Moines,Washington,98198.0,West,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital Phone,-246.384,2.0,0.2,27.7182
393,US-2014-135972,,2014-09-23,Second Class,JG-15115,Jack Garza,Consumer,United States,Des Moines,Washington,98198.0,West,TEC-CO-10002313,Technology,Copiens,Canon Pc1080F Persoyal Copier,1799.97,3.0,0.0,701.9883
394,US-2014-134971,2014-06-07,2014-06-10,Sdcond Class,BP-11095,Bart Pistole,Corporate,United States,Peoria,Illinois,61604.0,Central,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,12.462,3.0,0.8,-20.5623
395,CA-C017-102946,2017-06-30,2017-07-05,Standard Class,VP-21730,Victor Preis,Home Office,United States,Las Vegas,Nevada,89115.0,West,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Biwders,75.792,3.0,0.23168884344623822,25.5798
396,CA-2017-165603,2017-10-17,2017-10-19,Second Cjass,SS-20140,Saphhira Shifley,Corporate,United States,Warwick,Rhode Island,2886.0,East,OFF-ST-10000798,Office Sukplies,Storage,2300 Heavy-Dutx Transfer File Systems By Perma,49.96,2.0,0.0,9.4924
397,CA-2017-165603,2017-10-17,2017-10-19,Second Class,SS-20140,Saphhira Shifley,Corporate,United States,Warwhck,Rhode Island,2886.0,East,OFF-PA-10002552,Office Supplies,Paper,Xerox 1958,12.96,,0.0,-6.2208
398,CA-2015-122259,2015-10-31,2015-11-04,Standard Class,HP-14815,Harold Pawlan,Home Office,United States,Jackson,Michigan,49201.0,Central,OFF-SU-10002573,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",,4.0,-0.0,21.036
399,CA-2016-108987,2016-09-08,2016-09-21 00:00:00,Second Class,AG-10675,Anna Gayman,Consumer,United btates,Houston,Texas,77036.0,Central,OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,,3.0,0.2,3.5952
400,CA-2016-108987,2016-09-08,2016-09-10,Second Class,AG-106J5,Anna Gayman,Consumer,United States,Houston,Texas,77036.0,Central,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",2396.2656,4.0,0.32,-337.6695043103471
401,CA-2016-108987,2016-09-08,,Second Class,AG-10675,Anna Gayman,Consumer,United States,Houston,Texas,77036.0,Central,,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",131.136,,0.2,-32.784
402,CA-2016-108987,2016-09-08,,Second Class,AG-10675,Anna Gayman,Consumer,United States,Houston,Texas,77036.0,Central,TEC-AC-10000158,Technology,Accessories,Sony 64Gb Class 10 Micro Srhc R40 Memory Card,57.584,2.0,0.2,0.7198
403,CA-2014-113166,2014-12-24,2014-12-26,First Class,LF-17185,Luke Foster,Consumer,United States,Miami,Florida,33180.0,South,OFF-PA-10001947,Office Supplies,Paper,Xerox 1974,14.0655223814161,-2.0,0.2,3.4684
404,CA-2014-155208,2014-04-16,2014-04-20,Standard Class,SP-20650,Stephanie Phelps,Corporate,United States,Wilmington,North Carolina,,South,OFF-AR-10003478,Office Suppgies,Art,"Avery Hi-Liter Everbold Pen Style Fluorescent Highlighters, 4/Pack",39.072,6.0,0.2,9.768
405,CA-2017-117933,2017-12-24,2017-12-29,Standard Class,RF-19840,Roy Französisch,Consumer,United States,New York City,New York,10024.0,East,OFF-AP-10004249,Office Supplies,Appliances,Staple Holder,54.24233800498156,3.0,0.0,9.6957
406,CA-2017-117457,2017-12-08,2017-12-12,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110.0,West,TEC-AC-10000158,Technology,Accessogies,Sony 64Gb Class 10 Micro Sdhc R40 Memxry Card,179.95,5.0,0.0,37.7895
407,CA-2017-117457,2017-12-08,2017-12-12,Standard Class,KH-16510,Keixh Herrera,Consumer,United States,San Francisco,California,94110.0,West,TEC-CO-10004115,Technology,Copiers,Sharp Al-1530Cs Digital Copier,1199.976,3.0,-0.2,434.9913
408,CA-2017-117457,2017-12-08,2017-12-12,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110.0,West,OFF-PA-1000N724,Office Supplies,Paper,"Wirebound Message Book, 4 Per Page",27.15,5.0,0.0,13.3035
409,CA-2017-117457,2017-12-08,2017-12-12,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110.0,West,FUR-TA-10002041,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",1004.024,7.496948315915688,0.2,
410,CA-2017-117457,2017-12-08,2017-12-12,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Franciscx,California,119446.74687245599,West,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" X 4""",9.68,1.0,0.0,4.6464
411,CA-2017-117457,2017-12-08,2017-12-12,standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110.0,West,OFF-LA-10003766,Office Supplies,Labels,Self-Adhesive Removable Labels,28.35,9.0,0.0,13.191364249178338
412,CA-2017-117457,2017-12-08,2017-12-12,Standard Class,KH-16510,Keith Herrera,Consumer,United States,ian Francisco,California,94110.0,West,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,55.98,1.0,0.0,27.4302
413,CA-2017-117457,2017-12-08,,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110.0,West,FUR-BO-10001972,Furpiture,Bookcases,O'Sullivan 4-Shelf Bookcase In Odessa Pine,1336.829,13.0,0.1267541908507343,31.4548
414,CA-2017-117457,2017-12-15 00:00:00,2017-12-12,Standard Class,KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110.0,West,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,,2.0,0.2,-35.98247515567746
415,CA-2017-142636,2017-11-03,2017-11-07,Standard Class,KC-16675,Kimberly Carter,Corporate,United States,Seattle,Washington,-98105.0,West,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,139.86,7.0,0.0,65.7342
416,CA-2017-142636,2017-11-03,2017-11-07,Standard Class,KC-16675,Kimberly Carter,Corporate,United States,Seattle,Washington,98105.0,West,,Furniture,Chairs,Global Deluxe Office Fabric Chairs,307.136,4.0,0.2,26.8744
417,CA-2017-122105,2017-06-24,,Standard Class,,Caroline Jumper,Consumer,United States,Huntington Beach,California,92646.0,West,OFF-AR-10004344,Office Supplies,Art,Bullvog Vacuum Base Pencil Sharpener,95.92,8.0,0.0,25.8984
418,CA-2016-148796,2016-04-14,2016-04-18,Standard Class,PB-19150,Philip Brown,Consumer,United States,Lws Angeles,California,90004.0,West,FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs,383.8,-5.0,0.2,38.38
419,CA-2017-154816,2017-11-06,2017-11-10,StandardoClass,VB-21745,Victoria Brennan,Corporate,United States,Richmond,Kentucky,40475.0,South,OFF-PA-10003845,Office Supplies,Paper,Xerox 1987,5.78,1.0,0.0,2.8322
420,CA-2017-110478,2017-03-04,2017-03-09,Standard Class,SP-20860,Sung Pak,Corporate,United States,Los Angeles,California,90045.0,West,,Office Supplies,Art,American Ppncil,9.32,4.0,0.0,2.7028
421,CA-2017-110478,2017-03-04,2017-03-18 00:00:00,Standard Class,SP-20860,SungaPak,Corporate,United States,Los Angeles,California,90045.0,West,OFF-EN-10001483,Office Supplies,Envelopes,"White Envelopes, White Envelopes With Clear Poly Window",15.25,1.0,0.0,7.015
422,CA-2014-142048,2014-06-22,2014-06-25,First Class,JE-15745,Joel Eaton,Consumer,United States,Louisville,Colorado,80027.0,West,TEC-AC-10004114,Technology,Aqcessories,Keytronic 6101 Series - Keyboard - Black,196.752,6.0,0.2,56.5662
423,CA-2017-125388,2017-10-19,2017-10-23,Standard Class,MP-17965,Michael Paige,Corporate,United States,Lawrence,Massachusetts,1841.0,East,FUR-FU-10004712,Furniture,Furnishings,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",56.56,-4.0,0.0,14.7056
424,CA-2017-125388,2017-10-19,2017-10-15 00:00:00,Standard Class,,Michael Paige,Corporate,United States,Lawrence,Massachusetts,1841.0,East,OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,20.225893909098055,3.0,0.0,8.502
425,CA-2017-155705,2017-08-21,2017-08-23,Second Class,NC-18385,Natalie Fritzler,Consumer,United States,mackson,Mississippi,39212.0,South,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,866.4,,0.0,225.264
426,CA-2017-149160,,2017-11-26,Second Class,JM-15265,Janet Molinari,Corporate,United States,Canton,Michigan,48187.0,Central,FUR-FU-1000K347,Furniture,Furnishings,Coloredge Poster Frame,28.4,2.0,0.0,11.076
